Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,98,-0.006808,0.002066,0.000000,0.007114,10.100631,0.072339,-0.000312,10.100890,0.025190,0.007588,0.000047,-0.012265,0.000077,-0.000074,0.029026,10.113279,0.078320,-0.000462,10.113583,0.016412,0.000000,8.081059,4830886.500000,-1.601494,1.000000
internalMesh,99,-0.005776,0.002066,0.000000,0.006134,10.102873,0.073792,-0.000325,10.103143,0.036325,0.011109,0.000054,-0.018386,0.000076,-0.000061,0.042201,10.113779,0.081061,-0.000517,10.114104,0.023744,0.000000,7.993320,4763904.000000,-1.599680,1.000000
internalMesh,100,-0.004834,0.002066,0.000000,0.005257,10.104787,0.076208,-0.000339,10.105074,0.051977,0.016768,0.000064,-0.027645,0.000072,-0.000040,0.061213,10.113334,0.085402,-0.000578,10.113694,0.034404,0.000000,7.909018,4698547.000000,-1.589263,1.000000
internalMesh,101,-0.003679,0.002141,0.000000,0.004257,10.107007,0.079884,-0.000347,10.107323,0.073312,0.026103,0.000077,-0.041591,0.000069,-0.000009,0.088237,10.112469,0.092126,-0.000648,10.112888,0.049746,0.000000,7.821959,4634554.500000,-1.575677,1.000000
internalMesh,102,-0.002922,0.002066,0.000000,0.003578,10.109926,0.084643,-0.000345,10.110281,0.101933,0.042274,0.000093,-0.063016,0.000061,0.000041,0.127076,10.111259,0.101599,-0.000719,10.111769,0.072150,0.000000,7.723969,4571708.500000,-1.566174,1.000000
internalMesh,103,-0.002045,0.002066,0.000000,0.002907,10.114518,0.090169,-0.000330,10.114920,0.136949,0.070874,0.000112,-0.094835,0.000058,0.000105,0.181030,10.111019,0.113800,-0.000778,10.111660,0.103967,0.000000,7.605039,4509892.500000,-1.570335,1.000000
internalMesh,104,-0.001204,0.002066,0.000000,0.002391,10.120671,0.095117,-0.000298,10.121119,0.177075,0.121886,0.000134,-0.140740,0.000055,0.000190,0.256943,10.111831,0.127780,-0.000811,10.112638,0.149548,0.000000,7.456787,4449262.000000,-1.600026,1.000000
internalMesh,105,-0.000396,0.002066,0.000000,0.002103,10.129069,0.097992,-0.000253,10.129543,0.212402,0.211016,0.000158,-0.198949,0.000046,0.000310,0.359476,10.115991,0.142571,-0.000793,10.116995,0.211788,0.000000,7.275139,4390790.000000,-1.665356,1.000000
internalMesh,106,-0.019809,0.002533,0.000000,0.019970,9.991440,0.023666,-0.000284,9.991467,0.021353,0.001377,0.000123,0.001930,0.000275,0.001020,0.021511,9.999441,0.018794,-0.000254,9.999459,0.011427,0.000000,9.924101,5645465.500000,-0.738380,1.000000
internalMesh,107,-0.018257,0.002533,0.000000,0.018432,10.012916,0.051966,-0.000262,10.013050,0.001160,0.001632,0.000102,-0.000018,0.000124,-0.000055,0.002010,10.016113,0.047797,-0.000270,10.016228,0.001447,0.000000,9.578284,5547174.500000,-0.884840,1.000000
internalMesh,108,-0.016950,0.002533,0.000000,0.017139,10.033860,0.062989,-0.000260,10.034058,0.002068,0.001758,0.000040,0.000438,0.000099,0.000088,0.002753,10.038417,0.059791,-0.000283,10.038595,0.001933,0.000000,9.265824,5453285.500000,-1.093714,1.000000
internalMesh,109,-0.015105,0.002613,0.000000,0.015329,10.049555,0.064921,-0.000263,10.049765,0.002673,0.001959,0.000021,0.000109,0.000075,0.000055,0.003317,10.058374,0.062288,-0.000297,10.058567,0.002326,0.000000,9.014004,5364463.500000,-1.275703,1.000000
internalMesh,110,-0.014190,0.002613,0.000000,0.014428,10.059703,0.065574,-0.000264,10.059916,0.003037,0.002222,0.000019,-0.000573,0.000062,-0.000015,0.003807,10.071531,0.062971,-0.000310,10.071728,0.002639,0.000000,8.824435,5279560.500000,-1.387939,1.000000
internalMesh,111,-0.012433,0.002613,0.000000,0.012704,10.066531,0.067029,-0.000266,10.066754,0.003653,0.002601,0.000023,-0.001345,0.000061,-0.000047,0.004683,10.079877,0.064815,-0.000325,10.080086,0.003138,0.000000,8.673046,5197998.000000,-1.450904,1.000000
internalMesh,112,-0.011383,0.002533,0.000000,0.011661,10.072346,0.068436,-0.000270,10.072578,0.005018,0.003157,0.000028,-0.002429,0.000065,-0.000062,0.006407,10.086349,0.067605,-0.000340,10.086576,0.004101,0.000000,8.535655,5119485.500000,-1.497755,1.000000
internalMesh,113,-0.010367,0.002613,0.000000,0.010691,10.077733,0.069232,-0.000276,10.077971,0.007327,0.003991,0.000032,-0.003958,0.000071,-0.000071,0.009235,10.091917,0.070513,-0.000356,10.092163,0.005675,0.000000,8.404595,5043806.000000,-1.540356,1.000000
internalMesh,114,-0.008812,0.002613,0.000000,0.009191,10.082557,0.069636,-0.000285,10.082797,0.010803,0.005256,0.000036,-0.006092,0.000076,-0.000074,0.013470,10.096304,0.073086,-0.000377,10.096568,0.008047,0.000000,8.282516,4970734.500000,-1.576268,1.000000
internalMesh,115,-0.007883,0.002533,0.000000,0.008280,10.086580,0.070176,-0.000296,10.086824,0.015802,0.007190,0.000040,-0.009143,0.000078,-0.000072,0.019622,10.099471,0.075380,-0.000409,10.099752,0.011516,0.000000,8.172216,4900066.500000,-1.601800,1.000000
internalMesh,116,-0.006808,0.002533,0.000000,0.007264,10.089688,0.071189,-0.000308,10.089939,0.022883,0.010149,0.000045,-0.013602,0.000079,-0.000066,0.028489,10.101408,0.077776,-0.000450,10.101707,0.016539,0.000000,8.072651,4831576.000000,-1.616089,1.000000
internalMesh,117,-0.005776,0.002533,0.000000,0.006307,10.092377,0.072888,-0.000321,10.092640,0.032688,0.014771,0.000052,-0.020157,0.000080,-0.000056,0.041146,10.102387,0.080957,-0.000496,10.102712,0.023755,0.000000,7.980369,4765073.000000,-1.620129,1.000000
internalMesh,118,-0.004786,0.002533,0.000000,0.005414,10.094784,0.075423,-0.000334,10.095065,0.046089,0.022006,0.000061,-0.029802,0.000079,-0.000039,0.059132,10.102504,0.085650,-0.000548,10.102867,0.034078,0.000000,7.890576,4700323.500000,-1.618235,1.000000
internalMesh,119,-0.003835,0.002533,0.000000,0.004595,10.097525,0.078820,-0.000341,10.097833,0.063673,0.033773,0.000071,-0.043944,0.000079,-0.000015,0.084415,10.102298,0.092531,-0.000603,10.102721,0.048758,0.000000,7.797778,4637162.500000,-1.614938,1.000000
internalMesh,120,-0.002922,0.002533,0.000000,0.003867,10.100786,0.082957,-0.000340,10.101127,0.086083,0.052958,0.000085,-0.064472,0.000078,0.000025,0.119881,10.101856,0.101783,-0.000657,10.102369,0.069563,0.000000,7.695656,4575485.000000,-1.616853,1.000000
internalMesh,121,-0.002045,0.002533,0.000000,0.003255,10.105304,0.087360,-0.000327,10.105681,0.111883,0.085160,0.000100,-0.093239,0.000073,0.000079,0.168712,10.102359,0.113221,-0.000701,10.102993,0.098572,0.000000,7.577452,4515327.500000,-1.632076,1.000000
internalMesh,122,-0.001204,0.002474,0.000000,0.002751,10.110850,0.091114,-0.000302,10.111260,0.139489,0.137088,0.000118,-0.131201,0.000071,0.000153,0.235508,10.103725,0.125871,-0.000722,10.104509,0.138347,0.000000,7.438138,4457026.000000,-1.668567,1.000000
internalMesh,123,-0.000396,0.002474,0.000000,0.002506,10.117737,0.093414,-0.000270,10.118168,0.162234,0.219215,0.000137,-0.175093,0.000064,0.000257,0.324087,10.107701,0.138844,-0.000713,10.108655,0.190793,0.000000,7.276562,4401503.500000,-1.733163,1.000000
internalMesh,124,-0.019809,0.003033,0.000000,0.020039,9.991244,0.020071,-0.000287,9.991264,0.021289,0.001695,0.000125,0.002198,0.000304,0.001023,0.021496,9.999135,0.014504,-0.000246,9.999146,0.011555,0.000000,9.821311,5644431.500000,-0.845390,1.000000
internalMesh,125,-0.018257,0.003033,0.000000,0.018508,10.009061,0.045188,-0.000273,10.009163,0.001108,0.002172,0.000095,-0.000001,0.000148,-0.000066,0.002445,10.011779,0.040018,-0.000263,10.011859,0.001687,0.000000,9.513493,5545879.000000,-0.952796,1.000000
internalMesh,126,-0.016768,0.003033,0.000000,0.017040,10.026200,0.057287,-0.000271,10.026364,0.001945,0.002346,0.000049,0.000590,0.000075,0.000053,0.003106,10.030014,0.053309,-0.000279,10.030156,0.002170,0.000000,9.241593,5452010.000000,-1.119871,1.000000
internalMesh,127,-0.015338,0.003033,0.000000,0.015635,10.040008,0.060748,-0.000275,10.040192,0.002451,0.002583,0.000033,0.000192,0.000050,0.000040,0.003566,10.048052,0.057586,-0.000293,10.048217,0.002533,0.000000,9.008177,5363349.500000,-1.282933,1.000000
internalMesh,128,-0.013966,0.003033,0.000000,0.014291,10.049993,0.061902,-0.000279,10.050183,0.002731,0.002914,0.000024,-0.000615,0.000041,-0.000015,0.004041,10.060935,0.058878,-0.000306,10.061108,0.002834,0.000000,8.819392,5278628.500000,-1.394748,1.000000
internalMesh,129,-0.012648,0.003033,0.000000,0.013007,10.057002,0.063419,-0.000282,10.057202,0.003269,0.003416,0.000025,-0.001504,0.000046,-0.000043,0.004962,10.069271,0.060886,-0.000321,10.069455,0.003355,0.000000,8.665574,5197284.500000,-1.460878,1.000000
internalMesh,130,-0.011383,0.003033,0.000000,0.011780,10.062683,0.065062,-0.000285,10.062894,0.004504,0.004142,0.000028,-0.002719,0.000057,-0.000055,0.006697,10.075524,0.064076,-0.000335,10.075728,0.004337,0.000000,8.528664,5119006.500000,-1.507940,1.000000
internalMesh,131,-0.010168,0.003033,0.000000,0.010611,10.067906,0.066247,-0.000290,10.068125,0.006598,0.005234,0.000031,-0.004398,0.000067,-0.000062,0.009502,10.080821,0.067609,-0.000350,10.081048,0.005932,0.000000,8.399418,5043601.500000,-1.549360,1.000000
internalMesh,132,-0.009002,0.003033,0.000000,0.009499,10.072622,0.067000,-0.000297,10.072845,0.009726,0.006890,0.000034,-0.006711,0.000076,-0.000064,0.013679,10.085193,0.070769,-0.000369,10.085441,0.008325,0.000000,8.277851,4970838.500000,-1.585438,1.000000
internalMesh,133,-0.007883,0.003033,0.000000,0.008446,10.076708,0.067760,-0.000306,10.076936,0.014169,0.009401,0.000038,-0.009974,0.000081,-0.000064,0.019714,10.088582,0.073478,-0.000398,10.088850,0.011804,0.000000,8.165975,4900537.500000,-1.613522,1.000000
internalMesh,134,-0.006808,0.003033,0.000000,0.007453,10.080118,0.068876,-0.000317,10.080354,0.020348,0.013204,0.000043,-0.014671,0.000085,-0.000061,0.028348,10.090921,0.076143,-0.000434,10.091208,0.016797,0.000000,8.063290,4832506.000000,-1.632179,1.000000
internalMesh,135,-0.005776,0.003033,0.000000,0.006524,10.083108,0.070583,-0.000328,10.083355,0.028701,0.019033,0.000048,-0.021430,0.000088,-0.000054,0.040562,10.092390,0.079529,-0.000474,10.092704,0.023891,0.000000,7.966835,4766554.000000,-1.643021,1.000000
internalMesh,136,-0.004786,0.003033,0.000000,0.005666,10.085953,0.072933,-0.000338,10.086217,0.039754,0.027974,0.000056,-0.031105,0.000090,-0.000043,0.057710,10.093064,0.084364,-0.000516,10.093417,0.033892,0.000000,7.872355,4702524.500000,-1.649061,1.000000
internalMesh,137,-0.003835,0.003033,0.000000,0.004889,10.089045,0.075940,-0.000344,10.089331,0.053678,0.041994,0.000065,-0.044753,0.000092,-0.000024,0.081533,10.093479,0.091255,-0.000559,10.093892,0.047868,0.000000,7.775115,4640309.500000,-1.655240,1.000000
internalMesh,138,-0.002922,0.003033,0.000000,0.004211,10.092592,0.079368,-0.000343,10.092904,0.070555,0.063804,0.000076,-0.063590,0.000093,0.000007,0.114423,10.093745,0.100214,-0.000600,10.094243,0.067217,0.000000,7.670291,4579894.500000,-1.667145,1.000000
internalMesh,139,-0.002045,0.003033,0.000000,0.003658,10.097042,0.082923,-0.000332,10.097383,0.088894,0.098075,0.000089,-0.088318,0.000092,0.000052,0.159126,10.094836,0.110985,-0.000631,10.095447,0.093529,0.000000,7.553407,4521425.500000,-1.690592,1.000000
internalMesh,140,-0.001341,0.003120,0.000000,0.003396,10.102075,0.085874,-0.000312,10.102440,0.107318,0.149506,0.000104,-0.118696,0.000091,0.000115,0.218993,10.096622,0.122544,-0.000647,10.097365,0.128464,0.000000,7.421464,4465288.500000,-1.732299,1.000000
internalMesh,141,-0.000264,0.003120,0.000000,0.003131,10.107936,0.087841,-0.000288,10.108317,0.121707,0.225026,0.000119,-0.151154,0.000077,0.000202,0.297148,10.100494,0.134195,-0.000644,10.101386,0.173426,0.000000,7.274486,4412242.000000,-1.796220,1.000000
internalMesh,142,-0.019809,0.003570,0.000000,0.020128,9.991156,0.017308,-0.000290,9.991171,0.021252,0.002033,0.000134,0.002489,0.000336,0.001036,0.021522,9.998965,0.011101,-0.000237,9.998971,0.011709,0.000000,9.728395,5643194.500000,-0.942664,1.000000
internalMesh,143,-0.018257,0.003570,0.000000,0.018603,10.006219,0.039262,-0.000272,10.006296,0.001084,0.002782,0.000083,0.000040,0.000160,-0.000070,0.002992,10.008563,0.033151,-0.000256,10.008618,0.001975,0.000000,9.448490,5544298.500000,-1.021306,1.000000
internalMesh,144,-0.016768,0.003570,0.000000,0.017144,10.020020,0.051657,-0.000264,10.020153,0.001860,0.002955,0.000068,0.000712,0.000070,0.000025,0.003565,10.023286,0.046852,-0.000273,10.023396,0.002441,0.000000,9.210896,5450469.000000,-1.153225,1.000000
internalMesh,145,-0.015338,0.003570,0.000000,0.015748,10.031943,0.056410,-0.000267,10.032102,0.002282,0.003231,0.000044,0.000265,0.000044,0.000020,0.003965,10.039258,0.052625,-0.000289,10.039396,0.002778,0.000000,8.997564,5361986.000000,-1.295637,1.000000
internalMesh,146,-0.013966,0.003570,0.000000,0.014415,10.041447,0.058171,-0.000271,10.041615,0.002472,0.003669,0.000035,-0.000633,0.000023,-0.000024,0.004469,10.051554,0.054716,-0.000302,10.051702,0.003088,0.000000,8.812808,5277497.500000,-1.403638,1.000000
internalMesh,147,-0.012648,0.003570,0.000000,0.013142,10.048517,0.059742,-0.000276,10.048695,0.002921,0.004315,0.000031,-0.001616,0.000027,-0.000041,0.005456,10.059819,0.056940,-0.000316,10.059980,0.003634,0.000000,8.657321,5196413.000000,-1.472134,1.000000
internalMesh,148,-0.011383,0.003570,0.000000,0.011929,10.054167,0.061451,-0.000283,10.054355,0.004009,0.005235,0.000031,-0.002933,0.000041,-0.000047,0.007217,10.065928,0.060341,-0.000330,10.066110,0.004637,0.000000,8.520186,5118433.500000,-1.520260,1.000000
internalMesh,149,-0.010168,0.003570,0.000000,0.010777,10.059204,0.062882,-0.000290,10.059401,0.005856,0.006613,0.000033,-0.004719,0.000057,-0.000050,0.010015,10.071051,0.064278,-0.000344,10.071256,0.006251,0.000000,8.392263,5043356.500000,-1.561154,1.000000
internalMesh,150,-0.009002,0.003570,0.000000,0.009684,10.063868,0.063945,-0.000298,10.064071,0.008594,0.008692,0.000034,-0.007138,0.000069,-0.000051,0.014155,10.075415,0.067937,-0.000361,10.075644,0.008660,0.000000,8.271308,4970977.500000,-1.597460,1.000000
internalMesh,151,-0.007883,0.003570,0.000000,0.008653,10.068027,0.064943,-0.000307,10.068237,0.012425,0.011820,0.000037,-0.010496,0.000078,-0.000050,0.020107,10.079043,0.071108,-0.000385,10.079294,0.012141,0.000000,8.158167,4901118.500000,-1.627980,1.000000
internalMesh,152,-0.006808,0.003570,0.000000,0.007687,10.071652,0.066192,-0.000317,10.071870,0.017635,0.016490,0.000041,-0.015235,0.000085,-0.000049,0.028549,10.081807,0.074160,-0.000416,10.082080,0.017083,0.000000,8.052603,4833619.500000,-1.651554,1.000000
internalMesh,153,-0.005776,0.003570,0.000000,0.006790,10.074956,0.067911,-0.000327,10.075185,0.024484,0.023511,0.000045,-0.021898,0.000090,-0.000046,0.040395,10.083757,0.077848,-0.000450,10.084058,0.024020,0.000000,7.952334,4768320.000000,-1.668546,1.000000
internalMesh,154,-0.004786,0.003570,0.000000,0.005970,10.078129,0.070123,-0.000336,10.078373,0.033230,0.034015,0.000052,-0.031147,0.000095,-0.000039,0.056846,10.084944,0.082857,-0.000485,10.085284,0.033649,0.000000,7.853771,4705110.000000,-1.682232,1.000000
internalMesh,155,-0.003835,0.003570,0.000000,0.005239,10.081556,0.072818,-0.000342,10.081820,0.043794,0.049889,0.000059,-0.043670,0.000099,-0.000026,0.079460,10.085914,0.089703,-0.000518,10.086312,0.046871,0.000000,7.752971,4643933.500000,-1.696939,1.000000
internalMesh,156,-0.002922,0.003570,0.000000,0.004613,10.085266,0.075746,-0.000342,10.085550,0.055970,0.073497,0.000068,-0.060116,0.000102,-0.000002,0.110220,10.086761,0.098340,-0.000547,10.087240,0.064768,0.000000,7.646269,4584850.000000,-1.717285,1.000000
internalMesh,157,-0.002045,0.003570,0.000000,0.004114,10.089637,0.078730,-0.000334,10.089944,0.068470,0.108556,0.000079,-0.080415,0.000103,0.000035,0.151456,10.088311,0.108461,-0.000570,10.088894,0.088552,0.000000,7.530707,4528040.000000,-1.747830,1.000000
internalMesh,158,-0.001341,0.003477,0.000000,0.003727,10.094275,0.081202,-0.000318,10.094602,0.080371,0.158219,0.000091,-0.103799,0.000098,0.000088,0.205589,10.090391,0.119118,-0.000581,10.091094,0.119340,0.000000,7.404516,4473882.000000,-1.793356,1.000000
internalMesh,159,-0.000264,0.003477,0.000000,0.003487,10.099463,0.083062,-0.000300,10.099804,0.089272,0.226797,0.000103,-0.126896,0.000080,0.000160,0.274789,10.094192,0.129704,-0.000579,10.095025,0.158086,0.000000,7.268043,4422929.500000,-1.856275,1.000000
internalMesh,160,-0.019809,0.004145,0.000000,0.020238,9.991160,0.015136,-0.000294,9.991172,0.021238,0.002384,0.000147,0.002815,0.000375,0.001057,0.021585,9.998888,0.008351,-0.000228,9.998892,0.011885,0.000000,9.644145,5641680.500000,-1.031496,1.000000
internalMesh,161,-0.018257,0.004145,0.000000,0.018722,10.004177,0.034156,-0.000279,10.004235,0.001081,0.003422,0.000077,0.000125,0.000157,-0.000073,0.003596,10.006174,0.027156,-0.000248,10.006211,0.002290,0.000000,9.384795,5542334.000000,-1.088839,1.000000
internalMesh,162,-0.016768,0.004145,0.000000,0.017273,10.015289,0.046207,-0.000269,10.015396,0.001801,0.003645,0.000062,0.000821,0.000081,0.000014,0.004149,10.017983,0.040580,-0.000267,10.018065,0.002754,0.000000,9.175393,5448535.000000,-1.191982,1.000000
internalMesh,163,-0.015338,0.004145,0.000000,0.015889,10.025254,0.051842,-0.000275,10.025389,0.002170,0.003942,0.000044,0.000334,0.000045,-0.000004,0.004513,10.031863,0.047424,-0.000283,10.031976,0.003078,0.000000,8.982160,5360277.500000,-1.313980,1.000000
internalMesh,164,-0.013966,0.004145,0.000000,0.014568,10.033986,0.054221,-0.000282,10.034133,0.002266,0.004503,0.000043,-0.000626,0.000011,-0.000042,0.005080,10.043301,0.050355,-0.000297,10.043427,0.003406,0.000000,8.804116,5276083.500000,-1.415363,1.000000
internalMesh,165,-0.012648,0.004145,0.000000,0.013310,10.041043,0.055911,-0.000289,10.041199,0.002614,0.005307,0.000039,-0.001679,0.000012,-0.000048,0.006150,10.051373,0.052901,-0.000311,10.051512,0.003980,0.000000,8.648261,5195323.500000,-1.484862,1.000000
internalMesh,166,-0.011383,0.004145,0.000000,0.012114,10.046713,0.057647,-0.000294,10.046878,0.003541,0.006436,0.000036,-0.003067,0.000028,-0.000044,0.007961,10.057422,0.056497,-0.000324,10.057580,0.005007,0.000000,8.510476,5117706.500000,-1.534554,1.000000
internalMesh,167,-0.010168,0.004145,0.000000,0.010981,10.051667,0.059250,-0.000301,10.051842,0.005125,0.008125,0.000035,-0.004910,0.000047,-0.000040,0.010789,10.062456,0.060752,-0.000336,10.062639,0.006643,0.000000,8.383184,5043023.000000,-1.575789,1.000000
internalMesh,168,-0.009002,0.004145,0.000000,0.009911,10.056250,0.060579,-0.000308,10.056432,0.007446,0.010653,0.000036,-0.007353,0.000064,-0.000038,0.014933,10.066864,0.064838,-0.000351,10.067073,0.009067,0.000000,8.262689,4971104.500000,-1.612672,1.000000
internalMesh,169,-0.007883,0.004145,0.000000,0.008906,10.060487,0.061809,-0.000317,10.060677,0.010632,0.014412,0.000037,-0.010675,0.000077,-0.000038,0.020850,10.070724,0.068414,-0.000371,10.070956,0.012541,0.000000,8.148561,4901768.000000,-1.645516,1.000000
internalMesh,170,-0.006808,0.004145,0.000000,0.007970,10.064256,0.063183,-0.000325,10.064454,0.014857,0.019938,0.000039,-0.015263,0.000087,-0.000038,0.029175,10.073858,0.071776,-0.000398,10.074114,0.017417,0.000000,8.040522,4834882.500000,-1.673452,1.000000
internalMesh,171,-0.005776,0.004145,0.000000,0.007109,10.067823,0.064903,-0.000334,10.068032,0.020235,0.028070,0.000043,-0.021540,0.000095,-0.000039,0.040760,10.076255,0.075680,-0.000427,10.076539,0.024174,0.000000,7.936914,4770324.500000,-1.696727,1.000000
internalMesh,172,-0.004786,0.004145,0.000000,0.006331,10.071265,0.066973,-0.000341,10.071488,0.026845,0.039916,0.000048,-0.029971,0.000103,-0.000036,0.056676,10.077927,0.080801,-0.000454,10.078251,0.033404,0.000000,7.834886,4708015.000000,-1.717437,1.000000
internalMesh,173,-0.003835,0.004145,0.000000,0.005647,10.074900,0.069385,-0.000346,10.075139,0.034476,0.057191,0.000054,-0.040910,0.000109,-0.000028,0.078314,10.079392,0.087591,-0.000479,10.079773,0.045860,0.000000,7.731263,4647959.500000,-1.739677,1.000000
internalMesh,174,-0.002922,0.004145,0.000000,0.005071,10.078777,0.071905,-0.000346,10.079034,0.042842,0.081838,0.000061,-0.054583,0.000114,-0.000009,0.107295,10.080728,0.095942,-0.000499,10.081184,0.062371,0.000000,7.623249,4590222.000000,-1.767254,1.000000
